to,宛先,14
and,そして,13
my,私の,10
he,彼,9
was,は,9
the,その,6
morning,朝,6
in,インチ,6
them,それら,5
very,すごく,5
school,学校,4
as,As,4
of,の,4
but,だがしかし,4
for,の,4
said,言った,4
me,私,4
you,あなたが,4
there,そこ,3
old,古い,3
with,と,3
at,で,3
it,それ,3
us,私たち,3
every,すべて,3
day,日,3
good,よし,3
children,子供,3
say,言う,3
voice,声,3
one,1 つ,3
after,後,3
are,は,3
when,いつ,3
she,彼女が,3
started,開始,3
her,彼女,3
many,多く,3
on,に,2
way,方法,2
man,あなたが,2
watches,時計,2
walk,歩く,2
some,いくつ か,2
cheerful,陽気,2
just,ちょうど,2
by,によって,2
three,3,2
days,日,2
got,得た,2
didn,didn,2
ok,わかりました,2
today,本日は,2
surprised,驚いて,2
face,顔,2
careful,注意,2
safety,安全,2
volunteers,ボランティア,2
am,に,2
sakai,堺,2
car,車,2
felt,感じた,2
that,それ,2
do,の,2
work,仕事,2
volunteer,ボランティア,2
about,に関しては,2
too,も,2
other,他,2
people,人々,2
is,は,1
an,、,1
yellow,黄色,1
flag,フラグ,1
crosswalk,横断 歩道,1
uses,使用,1
stop,停止,1
cars,車,1
we,私たち,1
across,全体,1
street,通り,1
says,言う,1
small,小さな,1
him,彼,1
caught,キャッチ,1
cold,冷たい,1
stayed,滞在,1
bed,ベッド,1
better,良い,1
walked,歩いて,1
see,見る,1
few,いくつ か,1
remembered,記憶,1
week,週,1
later,あとで,1
meeting,会議,1
two,2,1
police,警察,1
officers,役員,1
came,来た,1
they,彼らが,1
told,言った,1
how,どう,1
ride,乗る,1
bike,自転車,1
safely,安全,1
be,Bve,1
crosswalks,横断 歩道,1
then,そうしたら,1
traffic,トラフィック,1
were,た,1
introduced,導入,1
who,誰が,1
hiroshi,博,1
your,あなたの,1
voices,声,1
smiles,笑顔,1
make,を,1
happy,幸せ,1
seven,セブン,1
years,年,1
ago,前,1
driving,運転,1
not,じゃない,1
almost,ほとんど,1
hit,ヒット,1
little,少し,1
girl,女の子,1
cry,叫び,1
out,乙,1
tried,試みた,1
talk,話,1
ran,走った,1
away,離れて,1
sorry,すみません,1
because,というのは,1
couldn,できなかった,1
anything,何か,1
granddaughter,孫娘,1
still,それでもなお,1
remember,覚えて,1
crying,泣いて,1
wanted,たい,1
something,もの,1
so,だから,1
watch,時計,1
their,彼ら,1
impressed,感動,1
thought,考え,1
things,もの,1
had,Hda,1
bad,悪い,1
experience,経験,1
even,も,1
rains,雨,1
or,または,1
snows,雪,1
remembers,記憶,1
our,私たち,1
faces,顔,1
also,また,1
around,周り,1
knew,知って,1
family,家族,1
friends,友人,1
teachers,教師,1
think,考える,1
know,知って,1
watched,見て,1
community,コミュニティ,1
learned,学んだ,1
this,これ,1
heart,心,1
became,なった,1
warm,暖かい,1
strong,強い,1
connection,接続,1
next,次に,1
loud,騒々しい,1
smile,笑顔,1
mr,氏,1
thank,感謝,1
much,だいぶ,1
