the,その,19
to,宛先,17
was,は,14
and,そして,11
you,あなたが,10
ishikawa,石川,10
it,それ,8
this,これ,7
she,彼女が,7
of,の,6
bus,バス,6
at,で,6
omotenashi,もてなし,5
but,だがしかし,5
kanazawa,金沢,5
station,駅,5
very,すごく,5
for,の,5
her,彼女,5
so,だから,5
said,言った,5
people,人々,5
happy,幸せ,5
now,今,4
in,インチ,4
when,いつ,4
do,の,4
something,もの,4
there,そこ,4
will,は,4
about,に関しては,4
with,と,4
here,ここは,4
asked,尋ねた,4
that,それ,4
word,単語,3
many,多く,3
last,前の,3
yes,うん,3
umbrella,傘,3
no,違います,3
just,ちょうど,3
arrived,到着,3
great,すごい,3
umbrellas,傘,3
travelers,旅行,3
me,私,3
again,再び,3
we,私たち,3
my,私の,2
have,が,2
shinkansen,新幹線,2
started,開始,2
think,考える,2
hear,聞く,2
special,特別,2
are,は,2
things,もの,2
can,Cna,2
experience,経験,2
kenrokuen,兼 六 園,2
came,来た,2
on,に,2
traveling,旅行,2
seat,座席,2
thank,感謝,2
kind,種類,2
always,いつも,2
meet,満たす,2
someone,人,2
from,差出人,2
tokyo,東京,2
day,日,2
trip,旅行,2
some,いくつ か,2
went,行った,2
beautiful,美しい,2
also,また,2
delicious,おいしい,2
food,食品,2
before,以前は,2
thinking,考えて,2
who,誰が,2
give,与える,2
not,じゃない,2
make,を,2
if,もし,2
they,彼らが,2
hi,こんにちは,1
everyone,みんな,1
would,は,1
like,という感じで,1
introduce,紹介,1
favorite,お気に入り,1
japanese,日本語,1
heard,聞いた,1
times,回,1
since,ので,1
hokuriku,北陸,1
run,実行,1
year,年,1
most,最も,1
already,もう,1
know,知って,1
answer,答え,1
may,が,1
easily,簡単に,1
as,As,1
ok,わかりました,1
tell,伝える,1
little,少し,1
month,月,1
took,取った,1
go,行く,1
concert,コンサート,1
hall,ホール,1
near,近く,1
stopped,停止,1
shita,似た者夫婦,1
stop,停止,1
woman,女性,1
big,大きな,1
bag,バッグ,1
an,、,1
crowded,混雑,1
stood,立って いた,1
up,を,1
please,どうぞ,1
sit,座って,1
down,ダウン,1
much,だいぶ,1
is,は,1
baggage,手荷物,1
talked,話,1
until,まで,1
traveler,旅行,1
going,行く,1
take,取る,1
back,戻る,1
how,どう,1
your,あなたの,1
all,すべての,1
first,まずは,1
raining,雨,1
hard,つらい,1
were,た,1
borrowed,借りた,1
one,1 つ,1
began,始めた,1
around,周り,1
then,そうしたら,1
told,言った,1
loved,愛して,1
mt,山,1
haku,検索,1
could,Cld,1
view,ビュー,1
visited,訪問,1
restaurant,レストラン,1
noto,知ら,1
today,本日は,1
castle,城,1
garden,庭,1
learned,学んだ,1
history,歴史,1
want,たい,1
come,何,1
course,コース,1
nature,自然,1
what,何,1
really,ほんとですか,1
hope,希望,1
prepare,準備,1
their,彼ら,1
seats,席,1
same,同じ,1
time,時間,1
surprised,驚いて,1
thought,考え,1
preparing,準備,1
difficult,困難,1
giving,与える,1
thing,こと,1
gave,与えた,1
new,新機能,1
way,方法,1
doesn,doesn,1
mean,意味,1
should,べき,1
visiting,訪問,1
show,表示,1
by,によって,1
doing,やってる,1
small,小さな,1
them,それら,1
become,なる,1
visit,訪問,1
us,私たち,1
continue,続行,1
