the,その,16
to,宛先,15
in,インチ,10
was,は,9
he,彼,9
and,そして,8
of,の,7
read,読む,7
books,本,7
life,人生,7
baseball,野球,7
library,ライブラリ,6
it,それ,6
book,本,6
me,私,6
you,あなたが,5
school,学校,4
reading,読んで,4
that,それ,4
day,日,4
before,以前は,4
player,プレーヤー,4
about,に関しては,3
months,ヶ 月,3
my,私の,3
akio,昭 夫,3
with,と,3
his,彼の,3
very,すごく,3
time,時間,3
but,だがしかし,3
when,いつ,3
interesting,面白いね,3
liked,好き,3
for,の,3
so,だから,3
said,言った,3
ve,そして,3
is,は,3
many,多く,3
things,もの,3
six,6,2
ago,前,2
saw,見た,2
picture,画像,2
news,ニュース,2
much,だいぶ,2
at,で,2
ll,Ll,2
they,彼らが,2
our,私たち,2
also,また,2
fun,楽しい,2
there,そこ,2
think,考える,2
lot,多く,2
every,すべて,2
never,ぜんぜん,2
then,そうしたら,2
into,に,2
too,も,2
this,これ,2
like,という感じで,2
story,話,2
decided,決めた,2
now,今,2
people,人々,2
changed,変更,2
difficulties,困難,2
him,彼,2
we,私たち,2
can,Cna,2
good,よし,2
friend,友人,1
front,フロント,1
smiling,笑顔,1
hand,手,1
wasn,wasn,1
started,開始,1
enjoy,お 楽しみ ください,1
again,再び,1
tell,伝える,1
why,なぜでしょうか,1
little,少し,1
mother,母,1
always,いつも,1
slept,寝て,1
were,た,1
elementary,小学校,1
classroom,教室,1
going,行く,1
spent,過ごした,1
three,3,1
or,または,1
four,4,1
days,日,1
week,週,1
stories,物語,1
newspapers,新聞,1
couldn,できなかった,1
without,なし,1
did,た,1
stop,停止,1
after,後,1
became,なった,1
junior,ジュニア,1
high,高,1
student,学生,1
club,クラブ,1
members,メンバー,1
practice,練習,1
didn,didn,1
have,が,1
seen,見て,1
here,ここは,1
went,行った,1
walked,歩いて,1
showed,示した,1
looked,見えた,1
myself,自分自身,1
practices,プラクティス,1
late,後半,1
still,それでもなお,1
finds,見つける,1
reads,読み取り,1
borrow,借りる,1
really,ほんとですか,1
love,愛,1
made,た,1
around,周り,1
world,世界,1
excited,興奮,1
one,1 つ,1
had,Hda,1
car,車,1
accident,事故,1
hospital,病院,1
ten,10,1
help,ヘルプ,1
gave,与えた,1
tickets,チケット,1
sick,病気,1
children,子供,1
began,始めた,1
teach,教える,1
poor,貧しい,1
countries,国,1
impressed,感動,1
by,によって,1
better,良い,1
than,より,1
change,変更,1
something,もの,1
view,ビュー,1
found,発見,1
taught,教え,1
learn,学ぶ,1
new,新機能,1
see,見る,1
different,異なる,1
views,表示モード,1
exciting,エキサイティング,1
do,の,1
real,本当の,1
should,べき,1
go,行く,1
are,は,1
waiting,待って,1
