to,宛先,18
and,そして,11
the,その,11
about,に関しては,8
it,それ,8
school,学校,7
for,の,7
we,私たち,7
in,インチ,7
can,Cna,7
said,言った,6
of,の,5
an,、,5
but,だがしかし,5
you,あなたが,4
many,多く,4
was,は,4
people,人々,4
answer,答え,4
children,子供,4
have,が,4
do,の,3
this,これ,3
picture,画像,3
saki,咲,3
kazu,言う,3
them,それら,3
when,いつ,3
world,世界,3
our,私たち,3
from,差出人,3
read,読む,3
there,そこ,3
maybe,多分,3
he,彼,3
want,たい,3
learn,学ぶ,3
something,もの,3
will,は,3
good,よし,2
presentation,プレゼンテーション,2
with,と,2
my,私の,2
study,研究,2
problems,問題,2
months,ヶ 月,2
were,た,2
couldn,できなかった,2
one,1 つ,2
problem,問題,2
so,だから,2
found,発見,2
interesting,面白いね,2
are,は,2
why,なぜでしょうか,2
who,誰が,2
not,じゃない,2
at,で,2
find,見つける,2
question,質問,2
has,Hsa,2
students,学生,2
mr,氏,2
that,それ,2
country,国,2
visited,訪問,2
doctor,医師,2
schools,学校,2
their,彼ら,2
other,他,2
new,新機能,2
morning,朝,1
remember,覚えて,1
last,前の,1
month,月,1
gave,与えた,1
worked,働いた,1
hard,つらい,1
speech,音声,1
is,は,1
things,もの,1
learned,学んだ,1
through,を通じて,1
period,期間,1
integrated,統合,1
studies,研究,1
started,開始,1
three,3,1
ago,前,1
interested,興味,1
choose,選択,1
went,行った,1
library,ライブラリ,1
book,本,1
written,書か れた,1
japanese,日本語,1
english,英語,1
if,もし,1
village,村,1
asia,アジア,1
also,また,1
cannot,できません,1
surprised,驚いて,1
because,というのは,1
japan,日本,1
asked,尋ねた,1
she,彼女が,1
sure,もちろん,1
then,そうしたら,1
decided,決めた,1
used,使用,1
internet,インターネット,1
showed,示した,1
too,も,1
classroom,教室,1
only,だけ,1
few,いくつ か,1
textbooks,教科 書,1
talked,話,1
teacher,教師,1
tanaka,田中,1
don,ドン,1
listen,聞く,1
someone,人,1
been,されて,1
idea,アイデア,1
city,都市,1
hall,ホール,1
woman,女性,1
told,言った,1
us,私たち,1
nishi,西,1
six,6,1
sometimes,たまに,1
as,As,1
volunteer,ボランティア,1
aren,腎臓,1
enough,十分,1
some,いくつ か,1
they,彼らが,1
take,取る,1
care,ケア,1
little,少し,1
brothers,兄弟,1
sisters,姉妹,1
work,仕事,1
get,取得,1
food,食品,1
water,水,1
families,家族,1
listened,聞いて,1
him,彼,1
lives,生活,1
impressed,感動,1
me,私,1
myself,自分自身,1
easy,簡単,1
ans,年,1
swer,swer,1
comes,来る,1
anything,何か,1
great,すごい,1
ngo,Ngo,1
working,作業,1
build,ビルド,1
now,今,1
lot,多く,1
questions,質問,1
or,または,1
important,大事な,1
look,ほら,1
after,後,1
always,いつも,1
know,知って,1
more,もっとその,1
never,ぜんぜん,1
stop,停止,1
learning,学習,1
all,すべての,1
life,人生,1
someday,そのうち,1
visit,訪問,1
