the,その,18
to,宛先,14
my,私の,14
purse,財布,10
it,それ,10
and,そして,8
in,インチ,7
our,私たち,6
we,私たち,6
said,言った,6
you,あなたが,6
of,の,6
so,だから,6
was,は,5
me,私,5
he,彼,5
hotel,ホテル,5
looked,見えた,4
but,だがしかし,4
for,の,4
teacher,教師,4
school,学校,3
trip,旅行,3
on,に,3
that,それ,3
didn,didn,3
then,そうしたら,3
couldn,できなかった,3
find,見つける,3
know,知って,3
mother,母,3
she,彼女が,3
much,だいぶ,3
name,名前,3
everyone,みんな,2
about,に関しては,2
some,いくつ か,2
group,グループ,2
went,行った,2
souvenir,メモリ,2
shops,ショップ,2
after,後,2
when,いつ,2
tried,試みた,2
found,発見,2
have,が,2
restaurant,レストラン,2
do,の,2
go,行く,2
back,戻る,2
ll,Ll,2
money,お 金,2
don,ドン,2
one,1 つ,2
called,と呼ばれる,2
came,来た,2
brought,もたらした,2
clerk,店員,2
thank,感謝,2
him,彼,2
shop,ショップ,2
paper,紙,2
during,中,2
hello,こんにちは,1
today,本日は,1
going,行く,1
talk,話,1
kyoto,京都,1
first,まずは,1
day,日,1
visited,訪問,1
places,場所,1
kiyomizu,清 水,1
dera,寺,1
had,Hda,1
lunch,ランチ,1
pay,支払う,1
into,に,1
bag,バッグ,1
around,周り,1
what,何,1
let,ましょう,1
friend,友人,1
while,ながら,1
looking,探して,1
remembered,記憶,1
words,言葉,1
lot,多く,1
should,べき,1
keep,維持,1
your,あなたの,1
two,2,1
purses,財布,1
will,は,1
be,Bve,1
safer,安全,1
gave,与えた,1
another,別の,1
always,いつも,1
thought,考え,1
treated,扱わ,1
like,という感じで,1
child,子,1
need,必要,1
took,取った,1
only,だけ,1
long,長い,1
time,時間,1
come,何,1
at,で,1
want,たい,1
eat,食べる,1
dinner,夕食,1
saw,見た,1
sad,悲しい,1
face,顔,1
are,は,1
ok,わかりました,1
worry,心配,1
too,も,1
just,ちょうど,1
man,あなたが,1
student,学生,1
front,フロント,1
desk,デスク,1
there,そこ,1
shouted,叫んだ,1
from,差出人,1
very,すごく,1
wondered,疑問,1
how,どう,1
knew,知って,1
mine,私,1
asked,尋ねた,1
closing,終了,1
small,小さな,1
piece,作品,1
were,た,1
written,書か れた,1
told,言った,1
who,誰が,1
put,置く,1
did,た,1
never,ぜんぜん,1
forget,忘れて,1
people,人々,1
kindness,優し さ,1
this,これ,1
friends,友人,1
they,彼らが,1
ginkaku,銀 閣,1
ji,それ,1
afternoon,午後,1
tired,疲れて,1
work,仕事,1
late,後半,1
evening,今晩,1
now,今,1
sometimes,たまに,1
takes,は,1
care,ケア,1
because,というのは,1
loves,愛する,1
