and,そして,14
to,宛先,13
tennis,テニス,10
we,私たち,9
you,あなたが,9
takuya,拓 也,7
was,は,7
have,が,6
me,私,6
he,彼,6
the,その,6
in,インチ,5
school,学校,5
will,は,5
it,それ,5
that,それ,5
mistakes,間違い,5
is,は,4
together,一緒に,4
said,言った,4
my,私の,4
one,1 つ,4
of,の,4
if,もし,4
his,彼の,3
junior,ジュニア,3
high,高,3
about,に関しては,3
our,私たち,3
days,日,3
but,だがしかし,3
play,再生,3
new,新機能,3
became,なった,3
day,日,3
practiced,練習,3
tournament,トーナメント,3
for,の,3
made,た,3
then,そうしたら,3
did,た,3
not,じゃない,3
after,後,3
better,良い,3
elementary,小学校,2
going,行く,2
club,クラブ,2
ken,ケン,2
entered,入力,2
haven,避難 所,2
decided,決めた,2
him,彼,2
want,たい,2
be,Bve,2
partner,パートナー,2
playing,再生,2
year,年,2
surprised,驚いて,2
with,と,2
lot,多く,2
try,よう,2
many,多く,2
didn,didn,2
what,何,2
say,言う,2
do,の,2
things,もの,2
change,変更,2
finished,終了,2
nothing,何もない,2
player,プレーヤー,2
making,作り,2
trying,よう,2
something,もの,2
very,すごく,1
good,よし,1
friend,友人,1
name,名前,1
been,されて,1
friends,友人,1
since,ので,1
were,た,1
played,再生,1
now,今,1
am,に,1
tell,伝える,1
which,どっち,1
join,参加,1
asked,尋ねた,1
when,いつ,1
april,4月,1
actually,実際,1
yet,まだ,1
answered,答えた,1
ask,求める,1
plan,計画,1
stopped,停止,1
let,ましょう,1
started,開始,1
ago,前,1
continued,続けた,1
ve,そして,1
got,得た,1
racket,ラケット,1
so,だから,1
can,Cna,1
use,使用,1
this,これ,1
old,古い,1
hear,聞く,1
because,というのは,1
knew,知って,1
took,取った,1
great,すごい,1
care,ケア,1
few,いくつ か,1
later,あとで,1
went,行った,1
member,メンバー,1
almost,ほとんど,1
every,すべて,1
everything,すべてが,1
fun,楽しい,1
summer,夏,1
first,まずは,1
time,時間,1
best,最高,1
on,に,1
lost,失わ れた,1
know,知って,1
thought,考え,1
other,他,1
members,メンバー,1
think,考える,1
any,任意,1
more,もっとその,1
even,も,1
speak,話す,1
while,ながら,1
talked,話,1
hi,こんにちは,1
make,を,1
lose,失う,1
again,再び,1
won,獲得,1
smiled,微笑んだ,1
ok,わかりました,1
are,は,1
couldn,できなかった,1
anything,何か,1
afraid,恐れて,1
biggest,最大,1
mistake,間違い,1
words,言葉,1
changed,変更,1
mind,心,1
harder,困難,1
just,ちょうど,1
learned,学んだ,1
from,差出人,1
through,を通じて,1
thing,こと,1
sure,もちろん,1
than,より,1
doing,やってる,1
chances,チャンス,1
find,見つける,1
