to,宛先,14
and,そして,13
me,私,10
was,は,9
the,その,9
mr,氏,8
it,それ,6
kimura,木村,6
how,どう,5
your,あなたの,5
work,仕事,5
of,の,5
flowers,花,5
said,言った,5
do,の,5
good,よし,5
job,ジョブ,5
my,私の,5
when,いつ,5
she,彼女が,5
you,あなたが,5
very,すごく,4
hard,つらい,4
but,だがしかし,4
at,で,4
shop,ショップ,4
happy,幸せ,4
in,インチ,4
some,いくつ か,4
have,が,4
experience,経験,3
think,考える,3
time,時間,3
tried,試みた,3
his,彼の,3
thank,感謝,3
that,それ,2
about,に関しては,2
our,私たち,2
future,将来,2
yamada,山田,2
told,言った,2
because,というのは,2
like,という感じで,2
little,少し,2
can,Cna,2
one,1 つ,2
things,もの,2
well,まぁ,2
from,差出人,2
attitude,態度,2
wrap,ラップ,2
them,それら,2
took,取った,2
care,ケア,2
he,彼,2
customers,顧客,2
came,来た,2
help,ヘルプ,2
embarrassed,恥ずかしい,2
take,取る,2
helped,助け,2
her,彼女,2
words,言葉,2
with,と,2
found,発見,2
out,乙,2
what,何,2
hello,こんにちは,1
everyone,みんな,1
many,多く,1
us,私たち,1
may,が,1
chance,チャンス,1
classroom,教室,1
teacher,教師,1
going,行く,1
flower,花,1
same,同じ,1
worried,心配,1
no,違います,1
beginning,初め,1
best,最高,1
is,は,1
important,大事な,1
next,次に,1
week,週,1
started,開始,1
learn,学ぶ,1
names,名,1
shopkeeper,店主,1
taught,教え,1
keep,維持,1
beautiful,美しい,1
cut,カット,1
as,As,1
watched,見て,1
did,た,1
afternoon,午後,1
taking,撮影,1
woman,女性,1
into,に,1
talked,話,1
first,まずは,1
customer,顧客,1
would,は,1
roses,バラ,1
asked,尋ねた,1
choose,選択,1
red,赤,1
ones,もの,1
broke,破った,1
by,によって,1
mistake,間違い,1
got,得た,1
couldn,できなかった,1
thought,考え,1
then,そうしたら,1
smiled,微笑んだ,1
don,ドン,1
quickly,いち早く,1
ll,Ll,1
wait,待つ,1
finished,終了,1
money,お 金,1
leaving,残して,1
say,言う,1
much,だいぶ,1
cheerfully,元気,1
knew,知って,1
smile,笑顔,1
kind,種類,1
after,後,1
left,左,1
kenji,健 二,1
were,た,1
looked,見えた,1
encouraged,奨励,1
until,まで,1
last,前の,1
day,日,1
sometimes,たまに,1
lot,多く,1
learned,学んだ,1
does,は,1
also,また,1
am,に,1
are,は,1
cannot,できません,1
tell,伝える,1
want,たい,1
hope,希望,1
will,は,1
encounters,出会い,1
others,他,1
